INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.,,,,,,
Tested and provided by,Ed Everett,,,,,,
Execution date/time, 2025/02/08 18:12:51,,,,,,
AlgTestJClient version, 1.8.2,,,,,,
AlgTest applet version, 1.8.2_jc304,,,,,,
Used reader, ACS ACR39U ICC Reader 00 00,,,,,,
Card ATR, 3b 69 00 02 41 43 4f 53 4a 76 32 30 37,,,,,,
Card name, ACS ACOSJ-G 95K v2.0.7 Combi,,,,,,
Card provider,https://www.smartcardfocus.com/shop/ilp/id~862/acosj-dual-interface-java-card-95k/p/index.shtml,,,,,,
Used protocol, T=0,,,,,,
High-power mode supported (relevant only to SIM cards according to ETSI 102 221), no,,,,,,
,,,,,,,
JCSystem.getVersion()[Major.Minor],3,,,,,,
JCSystem.isObjectDeletionSupported,yes,,,,,,
JCSystem.MEMORY_TYPE_PERSISTENT,75686B,,,,,,
JCSystem.MEMORY_TYPE_TRANSIENT_RESET,1356B,,,,,,
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT,2496B,,,,,,
,,,,,,,
JCSystem.getMaxCommitCapacity(),7104B,,,,,,
APDU.getInBlockSize(),1B,,,,,,
APDU.getOutBlockSize(),258B,,,,,,
APDU.getProtocol(),0B,,,,,,
APDU.getNAD(),0B,,,,,,
CPLC, failed to obtain CPLC,,,,,,
GPDATA (Card data), 66 4c 73 4a 06 07 2a 86 48 86 fc 6b 01 60 0c 06 0a 2a 86 48 86 fc 6b 02 02 02 01 63 09 06 07 2a 86 48 86 fc 6b 03 64 0b 06 09 2a 86 48 86 fc 6b 04 02 55 65 0b 06 09 2a 86 48 86 fc 6b 02 01 03 66 0c 06 0a 2b 06 01 04 01 2a 02 6e 01 03,,,,,,
,,,,,,,
algorithm_name, is_supported, time_elapsed, persistent_mem_allocated, ram_deselect_allocated, ram_reset_allocated,,
,,,,,,,
ALG_AES_BLOCK_192_CBC_NOPAD,no,,,0.056,0,0,0
ALG_AES_BLOCK_192_ECB_NOPAD,no,,,0.058,0,0,0
ALG_AES_BLOCK_256_CBC_NOPAD,no,,,0.055,0,0,0
ALG_AES_BLOCK_256_ECB_NOPAD,no,,,0.058,0,0,0
ALG_AES_CBC_ISO9797_M1,no,,,0.055,0,0,0
ALG_AES_CBC_ISO9797_M2,no,,,0.058,0,0,0
ALG_AES_CBC_PKCS5,no,,,0.055,0,0,0
ALG_AES_ECB_ISO9797_M1,no,,,0.058,0,0,0
ALG_AES_ECB_ISO9797_M2,no,,,0.055,0,0,0
ALG_AES_ECB_PKCS5,no,,,0.058,0,0,0
ALG_AES_CFB,no,,,0.055,0,0,0
ALG_AES_XTS,no,,,0.059,0,0,0
ALG_AES_CTR,no,,,0.056,0,0,0
CIPHER_AES_CCM,no,,,0.058,0,0,0
CIPHER_AES_GCM,no,,,0.056,0,0,0
,,,,,,,
javacard.crypto.Signature.OneShot,,,,,,,
ALG_DES_MAC4_NOPAD,no,,,0.058,0,0,0
ALG_DES_MAC8_NOPAD,no,,,0.055,0,0,0
ALG_DES_MAC4_ISO9797_M1,no,,,0.058,0,0,0
ALG_DES_MAC8_ISO9797_M1,no,,,0.055,0,0,0
ALG_DES_MAC4_ISO9797_M2,no,,,0.058,0,0,0
ALG_DES_MAC8_ISO9797_M2,no,,,0.055,0,0,0
ALG_DES_MAC4_PKCS5,no,,,0.058,0,0,0
ALG_DES_MAC8_PKCS5,no,,,0.056,0,0,0
ALG_RSA_SHA_ISO9796,no,,,0.06,0,0,0
ALG_RSA_SHA_PKCS1,no,,,0.059,0,0,0
ALG_RSA_MD5_PKCS1,no,,,0.06,0,0,0
ALG_RSA_RIPEMD160_ISO9796,no,,,0.056,0,0,0
ALG_RSA_RIPEMD160_PKCS1,no,,,0.058,0,0,0
ALG_DSA_SHA,no,,,0.055,0,0,0
ALG_RSA_SHA_RFC2409,no,,,0.058,0,0,0
ALG_RSA_MD5_RFC2409,no,,,0.054,0,0,0
ALG_ECDSA_SHA,no,,,0.057,0,0,0
ALG_AES_MAC_128_NOPAD,no,,,0.056,0,0,0
ALG_DES_MAC4_ISO9797_1_M2_ALG3,no,,,0.058,0,0,0
ALG_DES_MAC8_ISO9797_1_M2_ALG3,no,,,0.055,0,0,0
ALG_RSA_SHA_PKCS1_PSS,no,,,0.058,0,0,0
ALG_RSA_MD5_PKCS1_PSS,no,,,0.055,0,0,0
ALG_RSA_RIPEMD160_PKCS1_PSS,no,,,0.058,0,0,0
ALG_HMAC_SHA1,no,,,0.055,0,0,0
ALG_HMAC_SHA_256,no,,,0.059,0,0,0
ALG_HMAC_SHA_384,no,,,0.055,0,0,0
ALG_HMAC_SHA_512,no,,,0.058,0,0,0
ALG_HMAC_MD5,no,,,0.055,0,0,0
ALG_HMAC_RIPEMD160,no,,,0.058,0,0,0
ALG_RSA_SHA_ISO9796_MR,no,,,0.055,0,0,0
ALG_RSA_RIPEMD160_ISO9796_MR,no,,,0.058,0,0,0
ALG_SEED_MAC_NOPAD,no,,,0.055,0,0,0
ALG_ECDSA_SHA_256,no,,,0.059,0,0,0
ALG_ECDSA_SHA_384,no,,,0.056,0,0,0
ALG_AES_MAC_192_NOPAD,no,,,0.058,0,0,0
ALG_AES_MAC_256_NOPAD,no,,,0.056,0,0,0
ALG_ECDSA_SHA_224,no,,,0.058,0,0,0
ALG_ECDSA_SHA_512,no,,,0.055,0,0,0
ALG_RSA_SHA_224_PKCS1,no,,,0.058,0,0,0
ALG_RSA_SHA_256_PKCS1,no,,,0.055,0,0,0
ALG_RSA_SHA_384_PKCS1,no,,,0.058,0,0,0
ALG_RSA_SHA_512_PKCS1,no,,,0.055,0,0,0
ALG_RSA_SHA_224_PKCS1_PSS,no,,,0.058,0,0,0
ALG_RSA_SHA_256_PKCS1_PSS,no,,,0.056,0,0,0
ALG_RSA_SHA_384_PKCS1_PSS,no,,,0.058,0,0,0
ALG_RSA_SHA_512_PKCS1_PSS,no,,,0.055,0,0,0
ALG_DES_MAC4_ISO9797_1_M1_ALG3,no,,,0.058,0,0,0
ALG_DES_MAC8_ISO9797_1_M1_ALG3,no,,,0.056,0,0,0
ALG_AES_CMAC_128,no,,,0.058,0,0,0
,,,,,,,
javacard.security.RandomData.OneShot,,,,,,,
ALG_PSEUDO_RANDOM,no,,,0.055,0,0,0
ALG_SECURE_RANDOM,no,,,0.058,0,0,0
ALG_TRNG,no,,,0.056,0,0,0
ALG_ALG_PRESEEDED_DRBG,no,,,0.058,0,0,0
ALG_FAST,no,,,0.055,0,0,0
ALG_KEYGENERATION,no,,,0.058,0,0,0
,,,,,,,
javacard.security.MessageDigest.OneShot,,,,,,,
ALG_SHA,no,,,0.055,0,0,0
ALG_MD5,no,,,0.057,0,0,0
ALG_RIPEMD160,no,,,0.055,0,0,0
ALG_SHA_256,no,,,0.058,0,0,0
ALG_SHA_384,no,,,0.055,0,0,0
ALG_SHA_512,no,,,0.058,0,0,0
ALG_SHA_224,no,,,0.055,0,0,0
ALG_SHA3_224,no,,,0.058,0,0,0
ALG_SHA3_256,no,,,0.055,0,0,0
ALG_SHA3_384,no,,,0.06,0,0,0
ALG_SHA3_512,no,,,0.058,0,0,0
ALG_SM3,no,,,0.06,0,0,0
ALG_NULL,no,,,0.055,0,0,0
,,,,,,,
javacard.security.InitializedMessageDigest.OneShot,,,,,,,
ALG_SHA,no,,,0.057,0,0,0
ALG_MD5,no,,,0.055,0,0,0
ALG_RIPEMD160,no,,,0.058,0,0,0
ALG_SHA_256,no,,,0.055,0,0,0
ALG_SHA_384,no,,,0.058,0,0,0
ALG_SHA_512,no,,,0.055,0,0,0
ALG_SHA_224,no,,,0.058,0,0,0
ALG_SHA3_224,no,,,0.055,0,0,0
ALG_SHA3_256,no,,,0.058,0,0,0
ALG_SHA3_384,no,,,0.055,0,0,0
ALG_SHA3_512,no,,,0.057,0,0,0
ALG_SM3,no,,,0.055,0,0,0
ALG_NULL,no,,,0.058,0,0,0
,,,,,,,
javacardx.crypto.Cipher.getInstance(byte cipherAlgorithm, byte paddingAlgorithm, boolean externalAccess),,,,,
CIPHER_AES_CBC PAD_NULL,yes,,,0.267,35,50,0
CIPHER_AES_CBC PAD_NOPAD,yes,,,0.268,35,50,0
CIPHER_AES_CBC PAD_ISO9797_M1,yes,,,0.263,35,50,0
CIPHER_AES_CBC PAD_ISO9797_M2,yes,,,0.268,35,50,0
CIPHER_AES_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.272,35,50,0
CIPHER_AES_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.264,35,50,0
CIPHER_AES_CBC PAD_PKCS5,yes,,,0.267,35,50,0
CIPHER_AES_CBC PAD_PKCS1,yes,,,0.264,35,50,0
CIPHER_AES_CBC PAD_PKCS1_PSS,yes,,,0.264,35,50,0
CIPHER_AES_CBC PAD_PKCS1_OAEP,yes,,,0.277,35,50,0
CIPHER_AES_CBC PAD_ISO9796,yes,,,0.263,35,50,0
CIPHER_AES_CBC PAD_ISO9796_MR,yes,,,0.263,35,50,0
CIPHER_AES_CBC PAD_RFC2409,yes,,,0.266,35,50,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.063,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.064,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.06,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.063,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.06,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.062,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.06,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.063,0,0,0
CIPHER_AES_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.06,0,0,0
CIPHER_AES_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.062,0,0,0
CIPHER_AES_ECB PAD_NULL,yes,,,0.201,26,18,0
CIPHER_AES_ECB PAD_NOPAD,yes,,,0.205,26,18,0
CIPHER_AES_ECB PAD_ISO9797_M1,yes,,,0.191,26,18,0
CIPHER_AES_ECB PAD_ISO9797_M2,yes,,,0.194,26,18,0
CIPHER_AES_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.192,26,18,0
CIPHER_AES_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.196,26,18,0
CIPHER_AES_ECB PAD_PKCS5,yes,,,0.193,26,18,0
CIPHER_AES_ECB PAD_PKCS1,yes,,,0.199,26,18,0
CIPHER_AES_ECB PAD_PKCS1_PSS,yes,,,0.201,26,18,0
CIPHER_AES_ECB PAD_PKCS1_OAEP,yes,,,0.193,26,18,0
CIPHER_AES_ECB PAD_ISO9796,yes,,,0.193,26,18,0
CIPHER_AES_ECB PAD_ISO9796_MR,yes,,,0.193,26,18,0
CIPHER_AES_ECB PAD_RFC2409,yes,,,0.201,26,18,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.065,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.06,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.062,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.06,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.062,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.06,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.064,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.06,0,0,0
CIPHER_AES_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.062,0,0,0
CIPHER_AES_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.06,0,0,0
CIPHER_DES_CBC PAD_NULL,yes,,,0.26,35,26,0
CIPHER_DES_CBC PAD_NOPAD,yes,,,0.277,35,26,0
CIPHER_DES_CBC PAD_ISO9797_M1,yes,,,0.263,35,26,0
CIPHER_DES_CBC PAD_ISO9797_M2,yes,,,0.267,35,26,0
CIPHER_DES_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.263,35,26,0
CIPHER_DES_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.265,35,26,0
CIPHER_DES_CBC PAD_PKCS5,yes,,,0.268,35,26,0
CIPHER_DES_CBC PAD_PKCS1,yes,,,0.265,35,26,0
CIPHER_DES_CBC PAD_PKCS1_PSS,yes,,,0.264,35,26,0
CIPHER_DES_CBC PAD_PKCS1_OAEP,yes,,,0.269,35,26,0
CIPHER_DES_CBC PAD_ISO9796,yes,,,0.284,35,26,0
CIPHER_DES_CBC PAD_ISO9796_MR,yes,,,0.265,35,26,0
CIPHER_DES_CBC PAD_RFC2409,yes,,,0.261,35,26,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.062,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.062,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.06,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.063,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.06,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.062,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.06,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.062,0,0,0
CIPHER_DES_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.06,0,0,0
CIPHER_DES_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.063,0,0,0
CIPHER_DES_ECB PAD_NULL,yes,,,0.192,26,10,0
CIPHER_DES_ECB PAD_NOPAD,yes,,,0.207,26,10,0
CIPHER_DES_ECB PAD_ISO9797_M1,yes,,,0.195,26,10,0
CIPHER_DES_ECB PAD_ISO9797_M2,yes,,,0.2,26,10,0
CIPHER_DES_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.19,26,10,0
CIPHER_DES_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.194,26,10,0
CIPHER_DES_ECB PAD_PKCS5,yes,,,0.195,26,10,0
CIPHER_DES_ECB PAD_PKCS1,yes,,,0.196,26,10,0
CIPHER_DES_ECB PAD_PKCS1_PSS,yes,,,0.198,26,10,0
CIPHER_DES_ECB PAD_PKCS1_OAEP,yes,,,0.198,26,10,0
CIPHER_DES_ECB PAD_ISO9796,yes,,,0.194,26,10,0
CIPHER_DES_ECB PAD_ISO9796_MR,yes,,,0.199,26,10,0
CIPHER_DES_ECB PAD_RFC2409,yes,,,0.192,26,10,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.065,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.06,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.063,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.066,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.063,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.064,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.06,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.062,0,0,0
CIPHER_DES_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.059,0,0,0
CIPHER_DES_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.062,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_NULL,yes,,,0.259,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_NOPAD,yes,,,0.283,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_M1,yes,,,0.264,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_M2,yes,,,0.27,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.266,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.263,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS5,yes,,,0.266,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1,yes,,,0.271,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_PSS,yes,,,0.267,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP,yes,,,0.267,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796,yes,,,0.262,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR,yes,,,0.268,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_RFC2409,yes,,,0.271,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.065,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.062,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.064,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.062,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.063,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.059,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_NULL,yes,,,0.191,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_NOPAD,yes,,,0.198,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_M1,yes,,,0.203,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_M2,yes,,,0.193,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.191,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.198,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS5,yes,,,0.196,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1,yes,,,0.194,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_PSS,yes,,,0.194,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP,yes,,,0.198,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796,yes,,,0.194,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR,yes,,,0.195,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_RFC2409,yes,,,0.194,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.065,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.062,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.059,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.063,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.061,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.063,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.06,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.062,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.059,0,0,0
CIPHER_RSA PAD_NULL,yes,,,0.2,28,2,0
CIPHER_RSA PAD_NOPAD,yes,,,0.206,28,2,0
CIPHER_RSA PAD_ISO9797_M1,yes,,,0.192,28,2,0
CIPHER_RSA PAD_ISO9797_M2,yes,,,0.189,28,2,0
CIPHER_RSA PAD_ISO9797_1_M1_ALG3,yes,,,0.205,28,2,0
CIPHER_RSA PAD_ISO9797_1_M2_ALG3,yes,,,0.192,28,2,0
CIPHER_RSA PAD_PKCS5,yes,,,0.193,28,2,0
CIPHER_RSA PAD_PKCS1,yes,,,0.195,28,2,0
CIPHER_RSA PAD_PKCS1_PSS,yes,,,0.189,28,2,0
CIPHER_RSA PAD_PKCS1_OAEP,yes,,,0.188,28,2,0
CIPHER_RSA PAD_ISO9796,yes,,,0.193,28,2,0
CIPHER_RSA PAD_ISO9796_MR,yes,,,0.199,28,2,0
CIPHER_RSA PAD_RFC2409,yes,,,0.196,28,2,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA224,no,,,0.062,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA256,no,,,0.062,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA384,no,,,0.059,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA512,no,,,0.062,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_224,no,,,0.059,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_256,no,,,0.061,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_384,no,,,0.06,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_512,no,,,0.062,0,0,0
CIPHER_RSA PAD_ISO9796_MR_SCHEME_2,no,,,0.059,0,0,0
CIPHER_RSA PAD_ISO9796_MR_SCHEME_3,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_NULL,no,,,0.059,0,0,0
CIPHER_AES_CTR PAD_NOPAD,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_ISO9797_M1,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_ISO9797_M2,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_ISO9797_1_M1_ALG3,no,,,0.059,0,0,0
CIPHER_AES_CTR PAD_ISO9797_1_M2_ALG3,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_PKCS5,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_PKCS1,no,,,0.063,0,0,0
CIPHER_AES_CTR PAD_PKCS1_PSS,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_ISO9796,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_RFC2409,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA224,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA256,no,,,0.059,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA384,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA512,no,,,0.061,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_224,no,,,0.063,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_256,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_384,no,,,0.062,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_512,no,,,0.06,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR_SCHEME_2,no,,,0.063,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR_SCHEME_3,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_NULL,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_NOPAD,no,,,0.06,0,0,0
CIPHER_AES_CFB PAD_ISO9797_M1,no,,,0.063,0,0,0
CIPHER_AES_CFB PAD_ISO9797_M2,no,,,0.06,0,0,0
CIPHER_AES_CFB PAD_ISO9797_1_M1_ALG3,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_ISO9797_1_M2_ALG3,no,,,0.06,0,0,0
CIPHER_AES_CFB PAD_PKCS5,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_PKCS1,no,,,0.06,0,0,0
CIPHER_AES_CFB PAD_PKCS1_PSS,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_ISO9796,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_RFC2409,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA224,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA256,no,,,0.061,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA384,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA512,no,,,0.064,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_224,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_256,no,,,0.063,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_384,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_512,no,,,0.062,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR_SCHEME_2,no,,,0.059,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR_SCHEME_3,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_NULL,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_NOPAD,no,,,0.069,0,0,0
CIPHER_AES_XTS PAD_ISO9797_M1,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_ISO9797_M2,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_ISO9797_1_M1_ALG3,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_ISO9797_1_M2_ALG3,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_PKCS5,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_PKCS1,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_PKCS1_PSS,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_ISO9796,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_ISO9796_MR,no,,,0.063,0,0,0
CIPHER_AES_XTS PAD_RFC2409,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA224,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA256,no,,,0.059,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA384,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA512,no,,,0.058,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_224,no,,,0.062,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_256,no,,,0.059,0,0,0
